creation_date,status,order_id,shipper_name,ship_mode,cod_amount,insured_value,delivery_fee,item_description,origin_region,start_clock_date,district,city,province,day_to_arv
15/05/2023,Completed,1144128,(Laxxx),STANDARD,1136500.0,1099000.0,24040.0,HP OPPO A54 RAM 6/128GB GARANSI 1 TAHUN FULLSET,Sumatera 4,2023-05-17 15:35:40,Kapur Ix/sembilan,Kab. Lima Puluh Koto/kota,Sumatera Barat,5.0
15/05/2023,Completed,1346054,(Laxxx),STANDARD,1067000.0,1019000.0,22260.0,HP OPPO A54S RAM 6/128GB GARANSI 1 TAHUN,Sumatera 3,2023-05-17 14:28:04,Seberida,Kab. Indragiri Hulu,Riau,5.0
15/05/2023,Completed,1699334,(Laxxx),STANDARD,1877500.0,1758000.0,96160.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sumatera 4,2023-05-17 15:32:32,Basa Ampek/iv Balai Tapan,Kab. Pesisir Selatan,Sumatera Barat,5.0
15/05/2023,Completed,1504922,(HXxxx),STANDARD,717000.0,699000.0,22260.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Sumatera 3,2023-05-17 14:33:11,Kubu,Kab. Rokan Hilir,Riau,5.0
15/05/2023,Completed,1281407,(Laxxx),STANDARD,939000.0,879000.0,48080.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sumatera 4,2023-05-17 15:32:50,Kapur Ix/sembilan,Kab. Lima Puluh Koto/kota,Sumatera Barat,5.0
15/05/2023,Completed,1710426,(HXxxx),STANDARD,879000.0,869000.0,32050.0,OPPO A31 6/128GB FULLSET GARANSI TERPERCAYA 1TAHUN,Sumatera 5,2023-05-16 14:43:53,Semaka,Kab. Tanggamus,Lampung,5.0
15/05/2023,Completed,1470041,(HXxxx),STANDARD,581000.0,569000.0,32650.0,OPPO F1S 4/64GB FULLSET BERGARANSI 1 TAHUN / BISA COD !!!,Sumatera 2,2023-05-17 8:21:24,Muara Telang,Kab. Banyuasin,Sumatera Selatan,5.0
15/05/2023,Completed,1995271,(HXxxx),STANDARD,1996500.0,1918000.0,44520.0,OPPO A16 RAM 6/128GB GARANSI TOKO 1THN FULLSET/ BISA COD,Sumatera 1,2023-05-18 13:51:55,Berampu (Brampu),Kab. Dairi,Sumatera Utara,5.0
15/05/2023,Completed,1228356,(Laxxx),STANDARD,901000.0,869000.0,64100.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 5,2023-05-16 14:43:59,Pubian,Kab. Lampung Tengah,Lampung,5.0
15/05/2023,Completed,1887831,(Laxxx),STANDARD,1055000.0,1019000.0,14840.0,HP OPPO A54S RAM 6/128GB GARANSI 1 TAHUN,Sumatera 1,2023-05-18 13:54:12,Pangkatan,Kab. Labuhan Batu,Sumatera Utara,5.0
15/05/2023,Completed,1477588,(HXxxx),STANDARD,927000.0,879000.0,22260.0,OPPO A15s RAM 6/128GB FULLSET BERGARANSI 1 TAHUN,Sumatera 3,2023-05-17 14:31:57,Bunga Raya,Kab. Siak,Riau,5.0
15/05/2023,Completed,1454088,(Laxxx),STANDARD,907500.0,869000.0,48080.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 4,2023-05-17 15:32:26,Lembang Jaya,Kab. Solok,Sumatera Barat,5.0
15/05/2023,Completed,1705857,(Laxxx),STANDARD,709000.0,699000.0,4000.0,"OPPO A3S RAM 6/128GB FULLSET Garansi 1 TH ,Handphone Smartphone",Greater Jakarta,2023-05-16 3:31:17,Muara Gembong,Kab. Bekasi,Jawa Barat,5.0
15/05/2023,Completed,1153380,(HXxxx),STANDARD,1053000.0,1019000.0,24040.0,OPPO A54S 6/128GB FULLSET // BISA COD,Sumatera 4,2023-05-17 15:32:09,Pulau Punjung,Kab. Dharmasraya,Sumatera Barat,5.0
15/05/2023,Completed,1907350,(Laxxx),STANDARD,932000.0,869000.0,84880.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 6,2023-05-17 2:46:45,Muara Tembesi,Kab. Batang Hari,Jambi,5.0
15/05/2023,Completed,1320367,(Laxxx),STANDARD,990000.0,957000.0,42440.0,"OPPO A16 RAM 6/128GB FULLSET , GARANSI 1 TAHUN",Sumatera 6,2023-05-17 2:47:27,Jujuhan,Kab. Bungo,Jambi,5.0
15/05/2023,Completed,1754337,(Laxxx),STANDARD,1109500.0,1097000.0,32050.0,OPPO A54 RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 5,2023-05-16 23:42:48,Terbanggi Besar,Kab. Lampung Tengah,Lampung,5.0
15/05/2023,Completed,1084958,(HXxxx),STANDARD,1029000.0,959000.0,36800.0,OPPO A16 RAM 6/128GB GARANSI TOKO 1THN FULLSET/ BISA COD,Greater Jakarta,2023-05-16 3:31:16,Penarik,Kab. Muko Muko,Bengkulu,5.0
15/05/2023,Completed,1079225,(HXxxx),STANDARD,745500.0,699000.0,14840.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Sumatera 1,2023-05-18 8:57:30,Bangun Purba,Kab. Deli Serdang,Sumatera Utara,5.0
15/05/2023,Completed,1475159,(HXxxx),STANDARD,2083500.0,2038000.0,29680.0,OPPO A54S 6/128GB FULLSET // BISA COD,Sumatera 1,2023-05-18 14:09:57,Berampu (Brampu),Kab. Dairi,Sumatera Utara,5.0
15/05/2023,Completed,1351551,(Laxxx),STANDARD,910000.0,869000.0,65300.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 2,2023-05-17 8:23:05,Semendo Darat Laut,Kab. Muara Enim,Sumatera Selatan,5.0
15/05/2023,Completed,1274805,(SExxx),FIRST CLASS,1445500.0,1200000.0,394460.0,Velg Racing Yamaha MX king V Rossi RC Sanca Size 160 / 160 Ring 17,Sumatera 6,2023-05-18 10:44:24,Tebo Tengah,Kab. Tebo,Jambi,1.0
15/05/2023,Completed,1820470,(Inxxx),FIRST CLASS,728500.0,700000.0,45150.0,new oppo A31 6/128 GB 4G LTE full layar 6.5 inci || garansi 1 tahun penjual || baru oppo A3S ram 4/64 GB Hp murah 6.2inci,Sumatera 2,2023-05-16 11:30:15,Runjung Agung,Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,1.0
15/05/2023,Completed,1330839,(Soxxx),SECOND CLASS,106590.0,59500.0,10000.0,Cover disk depan CRF 150 / KLX 150 motif CARBON / tutup piringan cakram CRF 150,Sumatera 1,2023-05-30 0:55:48,Muara Batang Gadis,Kab. Mandailing Natal,Sumatera Utara,3.0
15/05/2023,Completed,1179366,(Laxxx),STANDARD,1167000.0,1098000.0,62643.0,HP OPPO F11 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-15 23:56:20,Singkep,Kab. Lingga,Kepulauan Riau,5.0
15/05/2023,Completed,1481791,(Laxxx),STANDARD,1129000.0,1085000.0,24040.0,HP OPPO A54 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Sumatera 4,2023-05-17 15:33:26,Basa Ampek/iv Balai Tapan,Kab. Pesisir Selatan,Sumatera Barat,5.0
15/05/2023,Completed,1481692,(Laxxx),STANDARD,1132500.0,1085000.0,24040.0,HP OPPO A54 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Sumatera 4,2023-05-17 15:32:40,Sungai Pagu,Kab. Solok Selatan,Sumatera Barat,5.0
15/05/2023,Completed,1773451,(Laxxx),STANDARD,722000.0,708000.0,24040.0,HP OPPO A3S SMRATPHONE RAM 4/64GB 4/128GB 6/128GB NEW FULLSET GARANSI 1 TAHUN,Sumatera 4,2023-05-17 15:32:58,Tanjung Mutiara,Kab. Agam,Sumatera Barat,5.0
15/05/2023,Completed,1898584,(Sexxx),STANDARD,545500.0,535000.0,32650.0,Telkomsel Orbit Star A1 Modem Router Advan 4G Wifi Home Router,Sumatera 2,2023-05-16 18:20:26,Bayung Lencir,Kab. Musi Banyuasin,Sumatera Selatan,5.0
15/05/2023,Completed,1614490,(Laxxx),STANDARD,1117000.0,1099000.0,22260.0,HP OPPO A54 RAM 6/128GB GARANSI 1 TAHUN FULLSET,Sumatera 3,2023-05-17 20:40:44,Pendalian IV Koto,Kab. Rokan Hulu,Riau,5.0
15/05/2023,Completed,1546589,(Laxxx),STANDARD,1036500.0,1019000.0,18400.0,HP OPPO A54S RAM 6/128GB GARANSI 1 TAHUN,Greater Jakarta,2023-05-15 23:31:26,Penarik,Kab. Muko Muko,Bengkulu,5.0
15/05/2023,Completed,1288554,(Laxxx),STANDARD,924000.0,879000.0,48080.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sumatera 4,2023-05-17 15:34:08,Koto Balingka,Kab. Pasaman Barat,Sumatera Barat,5.0
15/05/2023,Completed,1199276,(HXxxx),STANDARD,1062000.0,1019000.0,42440.0,OPPO A54S 6/128GB FULLSET // BISA COD,Sumatera 6,2023-05-17 2:48:26,Mendahara Ulu,Kab. Tanjung Jabung Timur,Jambi,5.0
15/05/2023,Completed,1546727,(HXxxx),STANDARD,731500.0,699000.0,32050.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Sumatera 5,2023-05-16 11:27:39,Mesuji,Kab. Mesuji,Lampung,5.0
15/05/2023,Completed,1727278,(Laxxx),STANDARD,3974000.0,3806000.0,84880.0,HP OPPO A54 RAM 6/128GB GARANSI 1 TAHUN FULLSET,Sumatera 6,2023-05-17 2:47:10,Kayu Aro Barat,Kab. Kerinci,Jambi,5.0
15/05/2023,Completed,1996187,(Laxxx),STANDARD,3666000.0,3476000.0,144240.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 4,2023-05-17 15:35:16,Sipora Utara,Kab. Kepulauan Mentawai,Sumatera Barat,5.0
15/05/2023,Completed,1784072,(Laxxx),STANDARD,980000.0,959000.0,65300.0,OPPO A16 RAM 6/128GB - FULLSET GARANSI 1 THN,Sumatera 2,2023-05-16 19:03:34,Warkuk Ranau Selatan,Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,5.0
15/05/2023,Completed,1475814,(HXxxx),STANDARD,903500.0,879000.0,11280.0,OPPO A15s RAM 6/128GB FULLSET BERGARANSI 1 TAHUN,Sumatera 1,2023-05-18 10:44:24,Bandar Huluan,Kab. Simalungun,Sumatera Utara,5.0
15/05/2023,Completed,1207718,(Laxxx),STANDARD,1113500.0,1099000.0,4160.0,HP OPPO A54 RAM 6/128GB GARANSI 1 TAHUN FULLSET,Sumatera 1,2023-05-18 10:43:09,Limapuluh,Kab. Batu Bara,Sumatera Utara,5.0
15/05/2023,Completed,1038637,(HXxxx),STANDARD,742000.0,699000.0,42440.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Sumatera 6,2023-05-17 2:50:07,Sungai Gelam,Kab. Muaro Jambi,Jambi,5.0
15/05/2023,Completed,1932743,(Laxxx),STANDARD,920000.0,877000.0,42440.0,OPPO A15S RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 6,2023-05-17 2:49:05,Mersam,Kab. Batang Hari,Jambi,5.0
15/05/2023,Completed,1417998,(HXxxx),STANDARD,1116560.0,1099000.0,42440.0,OPPO A54 RAM 6/128GB FULLSET GARANSI TOKO 1 TAHUN//BISA COD,Sumatera 6,2023-05-17 2:47:51,Batin Xxiv,Kab. Batang Hari,Jambi,5.0
15/05/2023,Completed,1237181,(Laxxx),STANDARD,879000.0,867000.0,26120.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 2,2023-05-16 19:08:02,Sungai Lilin,Kab. Musi Banyuasin,Sumatera Selatan,5.0
15/05/2023,Completed,1902332,(Laxxx),STANDARD,890500.0,869000.0,64100.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 5,2023-05-16 11:30:15,Tanjung Raja,Kab. Lampung Utara,Lampung,5.0
15/05/2023,Completed,1195089,(Sexxx),STANDARD,479961.0,345050.0,112450.0,Underbone Footstep m.VND Lipat Vixion R15 Old Xabre Original fastbikes lipat non lipat,Greater Jakarta,2023-05-15 19:11:44,Segah,Kab. Berau,Kalimantan Timur,5.0
15/05/2023,Completed,1760838,(Laxxx),STANDARD,3268500.0,3255000.0,12740.0,HP OPPO A54 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-15 23:56:21,Kalianget,Kab. Sumenep,Jawa Timur,5.0
15/05/2023,Completed,1797560,(Laxxx),STANDARD,2620500.0,2607000.0,6370.0,HP OPPO A31 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-15 23:56:21,Kalianget,Kab. Sumenep,Jawa Timur,5.0
15/05/2023,Completed,1341478,(Laxxx),STANDARD,1733000.0,1718000.0,14840.0,HP OPPO A31 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Sumatera 1,2023-05-18 13:42:19,Angkola Timur (Padang Sidempuan),Kab. Tapanuli Selatan,Sumatera Utara,5.0
15/05/2023,Completed,1877222,(Laxxx),STANDARD,1066500.0,1049000.0,18400.0,HP VIVO Y17 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-15 23:56:21,Ilir Talo,Kab. Seluma,Bengkulu,5.0
15/05/2023,Completed,1054562,(Laxxx),SECOND CLASS,100980.0,58000.0,24840.0,(cod)korek api pistol python revolper terbuat dari full besi sudah termasuk sarung,Sumatera 1,2023-05-30 0:55:47,Padang Bolak,Kab. Padang Lawas Utara,Sumatera Utara,3.0
15/05/2023,Completed,1143502,(ARxxx),SECOND CLASS,1169000.0,925000.0,150080.0,BONUS PIRINGAN CAKRAM velg pelek racing mio smile mio sporty m3 mio j gt soul gear s fino x ride 115 xeon gt 125 xeon carbu rc freego nuvo - velag vario beat scoopy spacy carbu vario 110 125 150 fi esp genio beat street esp fi deluxe pop,Sumatera 3,2023-05-22 16:50:12,Dumai Selatan,Kota Dumai,Riau,3.0
15/05/2023,Completed,1402499,(HXxxx),SECOND CLASS,1011000.0,959000.0,71030.0,OPPO A16 RAM 6/128GB GARANSI TOKO 1THN FULLSET/ BISA COD,Greater Jakarta,2023-05-22 16:42:19,Kendawangan,Kab. Ketapang,Kalimantan Barat,3.0
15/05/2023,Completed,1667721,(Laxxx),SECOND CLASS,1021000.0,979000.0,27210.0,HP OPPO A54S RAM 6/128GB GARANSI 1 TAHUN,Sumatera 2,2023-05-15 23:31:23,Banyuasin I,Kab. Banyuasin,Sumatera Selatan,3.0
15/05/2023,Completed,1137001,(Inxxx),STANDARD,972000.0,890000.0,67879.0,new oppo A31 6/128 GB 4G LTE full layar 6.5 inci || garansi 1 tahun penjual || baru oppo A3S ram 4/64 GB Hp murah 6.2inci,Greater Jakarta,2023-05-15 23:31:23,Muara Ancalong,Kab. Kutai Timur,Kalimantan Timur,5.0
15/05/2023,Completed,1824017,(Koxxx),STANDARD,1048310.0,1019000.0,17822.0,OPPO A54S 6/128GB SECOND HANDLIKE NEW 99% TERPERCAYA DAN BERGARANSI 1 TAHUN,Sulawesi,2023-05-22 16:42:19,Baebunta,Kab. Luwu Utara,Sulawesi Selatan,5.0
15/05/2023,Completed,1008203,(Koxxx),STANDARD,896740.0,876000.0,17822.0,OPPO A15s 6/128GB SECOND HAND LIKE NEW 99% TERPERCAYA DAN BERGARANSI 1TAHUN,Sulawesi,2023-05-22 16:50:12,Tomoni,Kab. Luwu Timur,Sulawesi Selatan,5.0
15/05/2023,Completed,1486358,(Koxxx),STANDARD,1073500.0,995000.0,50046.0,OPPO A16 4/64GB 6/128GB SECONDHAND LIKE NEW 99% MULUS GARANSI 1 TAHUN TERPERCAYA,Greater Jakarta,2023-05-30 0:55:47,Rantau Pulung,Kab. Kutai Timur,Kalimantan Timur,5.0
15/05/2023,Completed,1537989,(Koxxx),STANDARD,942500.0,866000.0,56225.0,OPPO A31 6/128GB SECOND HAND LIKE NEW 99% TERSEGEL TERPERCAYA DAN BERGARANSI 1 TAHUN,Greater Jakarta,2023-05-30 0:55:48,Biduk-Biduk,Kab. Berau,Kalimantan Timur,5.0
15/05/2023,Completed,1300622,(Laxxx),STANDARD,1021000.0,959000.0,64100.0,OPPO A16 RAM 6/128GB - FULLSET GARANSI 1 THN,Sumatera 5,2023-05-16 14:44:51,Sukau,Kab. Lampung Barat,Lampung,5.0
15/05/2023,Completed,1534858,(Laxxx),STANDARD,1456500.0,1397000.0,17822.0,VIVO Y33s RAM 8/128GB FULLSET GARANSI 1 TH TERSEGEL,Sulawesi,2023-05-22 16:39:08,Duampanua,Kab. Pinrang,Sulawesi Selatan,5.0
15/05/2023,Completed,1584200,(Opxxx),STANDARD,1704000.0,1649000.0,30515.0,"[EXCLUSIVE ONLY ON LAZADA] OPPO A16k 4GB/64GB [4230mAh, IPX4 Splash Waterproof, 13MP Main Camera, HD+ Eye-care Screen]",Greater Jakarta,2023-05-17 5:18:05,Sungai Melayu Rayak,Kab. Ketapang,Kalimantan Barat,5.0
15/05/2023,Completed,1357854,(J3xxx),STANDARD,3416000.0,3421000.0,15523.0,INFINIX SMART 7 4/64 & 3/64 NEW GARANSI RESMI INFINIX,Sumatera 1,2023-05-15 22:07:38,Cikatomas,Kab. Tasikmalaya,Jawa Barat,5.0
15/05/2023,Completed,1958394,(J3xxx),STANDARD,4080000.0,3987000.0,111228.0,INFINIX SMART 7 4/64 & 3/64 NEW GARANSI RESMI INFINIX,Sumatera 1,2023-05-15 22:07:37,Pekat,Kab. Dompu,Nusa Tenggara Barat (Ntb),5.0
15/05/2023,Completed,1893798,(Hoxxx),STANDARD,2011000.0,1898000.0,95808.0,"Tecno Pova Neo 2 - Bisa Cicilan Tanpa Kartu Kredit (Bisa COD, Garansi Resmi, Original, Tecno Flagship Store )",Greater Jakarta,2023-05-16 3:31:17,Teluk Kimi,Kab. Nabire,Papua,5.0
15/05/2023,Completed,1195436,(Asxxx),STANDARD,1016000.0,979000.0,18700.0,Tablet Kubik Genta 10inch - RAM 2GB ROM 32GB - Battery 5000mAh - Garansi resmi,Sumatera 4,2023-05-17 20:13:37,Pariaman Utara,Kota Pariaman,Sumatera Barat,5.0
15/05/2023,Completed,1098761,(Laxxx),STANDARD,1021000.0,979000.0,32650.0,HP OPPO A54S SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Sumatera 2,2023-05-16 18:38:42,Tugumulyo,Kab. Musi Rawas,Sumatera Selatan,5.0
15/05/2023,Completed,1679257,(Laxxx),STANDARD,1220000.0,1199000.0,14840.0,VIVO Y19 RAM 8/256GB FULLSET GARANSI 1 TAHUN,Sumatera 1,2023-05-18 10:17:43,Rahuning,Kab. Asahan,Sumatera Utara,5.0
15/05/2023,Completed,1776429,(Laxxx),STANDARD,1343000.0,1299000.0,24040.0,VIVO Y21S SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Sumatera 4,2023-05-17 15:32:05,Koto Besar,Kab. Dharmasraya,Sumatera Barat,5.0
15/05/2023,Completed,1368800,(Laxxx),STANDARD,1093000.0,1049000.0,24040.0,HP VIVO Y17 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Sumatera 4,2023-05-17 15:32:22,Koto Besar,Kab. Dharmasraya,Sumatera Barat,5.0
15/05/2023,Completed,1614333,(Laxxx),STANDARD,1012000.0,979000.0,42440.0,HP OPPO A54S SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Sumatera 6,2023-05-17 1:21:00,Tungkal Ulu,Kab. Tanjung Jabung Barat,Jambi,5.0
15/05/2023,Completed,1976199,(Laxxx),STANDARD,973000.0,959000.0,24040.0,HP OPPO A16 SMARTPHONE RAM 4/64GB 6/128GB NEW FULLSET GARANSI 1 TAHUN,Sumatera 4,2023-05-17 15:32:18,Sungai Rumbai,Kab. Dharmasraya,Sumatera Barat,5.0
15/05/2023,Completed,1125354,(RExxx),STANDARD,414630.0,369000.0,17822.0,Bisa COD Sweater Hoddie Polos SIZE e60 - XXL Pria Wanita Sweater Polos,Sulawesi,2023-05-22 17:03:46,Keera,Kab. Wajo,Sulawesi Selatan,5.0
15/05/2023,Completed,1470290,(HXxxx),STANDARD,716900.0,699000.0,4000.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Greater Jakarta,2023-05-16 3:31:16,Tanjungsari,Kab. Bogor,Jawa Barat,5.0
16/05/2023,Completed,1780811,(Laxxx),SECOND CLASS,1204000.0,1157000.0,34682.0,"OPPO A57 RAM 6/128GB , Garansi 1 TH TERSEGEL",Greater Jakarta,2023-05-16 23:09:25,Bontoala,Kota Makassar,Sulawesi Selatan,3.0
16/05/2023,Completed,1029249,(Asxxx),SECOND CLASS,1112000.0,1070000.0,42650.0,Samsung Galaxy A03 Core 2/32GB - Battery 5000mAh - Garansi resmi,Sumatera 2,2023-05-16 22:45:02,Muara Lakitan,Kab. Musi Rawas,Sumatera Selatan,3.0
16/05/2023,Completed,1450060,(Laxxx),SECOND CLASS,1003500.0,977000.0,34040.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 4,2023-05-17 19:49:13,Lembah Gumanti,Kab. Solok,Sumatera Barat,3.0
16/05/2023,Completed,1512782,(Soxxx),SECOND CLASS,119242.0,95000.0,49575.0,Handguard Model Acerbis Ultimate Universal Handguard Klx Crf Wr Dtracker Beat Street Vixion Tiger Xride Dll Hangat Acerbis Klx Hangat Acerbis Crf Hangat Acerbis Wr Hangat Acerbis Dtracker Hangat Acerbis Dt Handgat Acerbis Ultimate,Greater Jakarta,2023-05-17 19:29:53,Pasie Raja,Kab. Aceh Selatan,Nanggroe Aceh Darussalam (Nad),3.0
16/05/2023,Completed,1723849,(HXxxx),SECOND CLASS,1471000.0,1399000.0,21280.0,VIVO Y33S RAM 8/128GB FULLSET // BISA COD,Sumatera 1,2023-05-16 22:45:03,Hili Serangkai (Hilisaranggu),Kab. Nias,Sumatera Utara,3.0
16/05/2023,Completed,1861884,(Opxxx),SECOND CLASS,1704000.0,1649000.0,40515.0,"[EXCLUSIVE ONLY ON LAZADA] OPPO A16k 4GB/64GB [4230mAh, IPX4 Splash Waterproof, 13MP Main Camera, HD+ Eye-care Screen]",Greater Jakarta,2023-05-18 14:39:33,Sungai Melayu Rayak,Kab. Ketapang,Kalimantan Barat,3.0
16/05/2023,Completed,1930250,(Inxxx),SECOND CLASS,595000.0,550000.0,32260.0,New OPPO F1S 4/32 GB Fullset hp murah jaringan 4g LTE,Sumatera 3,2023-05-19 1:10:46,Kuantan Tengah,Kab. Kuantan Singingi,Riau,3.0
16/05/2023,Completed,1058627,(J3xxx),SECOND CLASS,2050424.0,2019000.0,42650.0,INFINIX HOT 30 NFC 8/128 & INFINIX HOT 30I 8/128 NEW GARANSI RESMI,Sumatera 1,2023-05-17 17:31:26,Babat Toman,Kab. Musi Banyuasin,Sumatera Selatan,3.0
16/05/2023,Completed,1878148,(Soxxx),SECOND CLASS,118320.0,95000.0,24840.0,Handguard Model Acerbis Ultimate Universal Handguard Klx Crf Wr Dtracker Beat Street Vixion Tiger Xride Dll Hangat Acerbis Klx Hangat Acerbis Crf Hangat Acerbis Wr Hangat Acerbis Dtracker Hangat Acerbis Dt Handgat Acerbis Ultimate,Sumatera 1,2023-05-18 13:50:53,Pulau Rakyat,Kab. Asahan,Sumatera Utara,3.0
16/05/2023,Completed,1400484,(Laxxx),SECOND CLASS,864000.0,857000.0,42650.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 2,2023-05-16 4:40:55,Talang Padang,Kab. Empat Lawang,Sumatera Selatan,3.0
16/05/2023,Transit,1092791,(ALxxx),SECOND CLASS,188700.0,140000.0,10000.0,BATOK KEPALA DEPAN BELAKANG YAMAHA JUPITER Z OLD HITAM SET REPLEKTOR LAMPU,Kalimantan,2023-05-16 4:40:56,Toba,Kab. Sanggau,Kalimantan Barat,3.0
16/05/2023,Completed,1005447,(Laxxx),SECOND CLASS,577000.0,567000.0,42050.0,OPPO F1S RAM 4/64GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 5,2023-05-16 4:40:56,Tanjung Raja,Kab. Lampung Utara,Lampung,3.0
16/05/2023,Completed,1827774,(J3xxx),SECOND CLASS,4080000.0,3987000.0,121228.0,INFINIX SMART 7 4/64 & 3/64 NEW GARANSI RESMI INFINIX,Sumatera 1,2023-05-16 4:40:58,Pekat,Kab. Dompu,Nusa Tenggara Barat (Ntb),3.0
16/05/2023,Completed,1846140,(Laxxx),SECOND CLASS,991000.0,959000.0,74100.0,OPPO A16 RAM 6/128GB - FULLSET GARANSI 1 THN,Sumatera 5,2023-05-16 4:40:57,Bandar Mataram,Kab. Lampung Tengah,Lampung,3.0
16/05/2023,Completed,1753591,(SRxxx),SECOND CLASS,309817.0,272317.0,41850.0,HELM ACH KAIROZ SONIC FULL WARNA,Central Java,2023-05-16 4:40:58,Pandanarum,Kab. Banjarnegara,Jawa Tengah,3.0
16/05/2023,Completed,1964863,(HXxxx),SECOND CLASS,735000.0,699000.0,42050.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Sumatera 5,2023-05-16 4:40:58,Way Lima,Kab. Pesawaran,Lampung,3.0
16/05/2023,Transit,1154938,(SRxxx),SECOND CLASS,666130.0,637000.0,10000.0,HELM KYT RX9 RACER X PING PAKET GANTENG,Central Java,2023-05-16 4:40:55,Sagaranten,Kab. Sukabumi,Jawa Barat,3.0
16/05/2023,Completed,1453234,(Soxxx),SECOND CLASS,308040.0,240000.0,39680.0,tali tie down expedition tali tie down TIE DOWN MOTOR TRAIL STRAPS Pengikat Motor Trail EXPEDITION,Sumatera 1,2023-05-16 4:40:57,Sinunukan,Kab. Mandailing Natal,Sumatera Utara,3.0
16/05/2023,Completed,1922663,(Koxxx),SECOND CLASS,1092150.0,1085000.0,32260.0,OPPO F11 6/128GB SECOND HAND IKE NEW 99% BERGARANSI DIJAMIN TERPERCAYA 1TAHUN,Sumatera 3,2023-05-16 4:40:58,Bagan Sinembah,Kab. Rokan Hilir,Riau,3.0
16/05/2023,Completed,1748560,(Grxxx),SECOND CLASS,1446500.0,1300000.0,145360.0,BISA COD.. POMPA PCP GX FILTER CAMO ORIGINAL / POMPA GX IMPORT / HANDPUMP GX MAX 6000 PSI / HILLPUMP / POMPA PCP / KOMPA BOCAP / POMPA ANGIN / POMPA PENGISI ANGIN PCP / GX FILTER MURAH / GX REVO / GX LITE / GX NON FILTER,West Java,2023-05-17 17:47:42,Sirimau,Kota Ambon,Maluku,3.0
16/05/2023,Completed,1483611,(Laxxx),FIRST CLASS,890000.0,859000.0,76600.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 5,2023-05-16 4:40:56,Way Ratai,Kab. Pesawaran,Lampung,1.0
16/05/2023,Completed,1437716,(Laxxx),SECOND CLASS,2608000.0,2571000.0,29110.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Greater Jakarta,2023-05-18 5:34:06,Kalianget,Kab. Sumenep,Jawa Timur,3.0
16/05/2023,Completed,1086532,(Koxxx),SECOND CLASS,895480.0,866000.0,24840.0,OPPO A31 6/128GB SECOND HAND LIKE NEW 99% TERSEGEL TERPERCAYA DAN BERGARANSI 1 TAHUN,Sumatera 1,2023-05-18 14:00:34,Siempat Nempu Hulu,Kab. Dairi,Sumatera Utara,3.0
